"","screen_name","text","location"
"1108","Nayeli_SJ","Who tf gets strep, tonsillitis &amp; flu at the same time , let me tell ya who. This weak ass low immune system having ass bitch<U+0001F602><U+0001F62D><U+0001F926><U+0001F3FD><U+200D><U+2640><U+FE0F> Like how am I even alive rn.","Odessa, Tx"
"1109","reyribz","@brielarson Best believe I’ll be watching Captain Marvel on opening night with the stomach flu. Popcorn? Nah I got a bucket for the puke <U+0001F624>","Toronto, Ontario"
"1110","Immunize_AR","https://t.co/Ps1TFfUhmg","Arkansas, USA"
"1111","bitchnamedbitch","I have been sick as hell this week. Had to take a full week off of everything due to what I found out today was a heavy flu that turned to pneumonia, now imagine that <U+0001F974>
I just wanna feel… https://t.co/5D1WhPNph2","City of Crosses"
"1112","SDCountyHHSA","Influenza is still widespread in San Diego County. It's not too late to get a flu shot. 
https://t.co/wdS3SAN70A","San Diego County"
"1113","DrDarria","Shocking new study definitely linking vaccines with.... not catching measles. Not being paralyzed by polio, which is cool.  polio. Being less likely to die from the flu. Oh- and one… https://t.co/CiQWTLtUMX","Atlanta, GA"
"1114","Pumibel","@GingerConstruct I understand totally, though. Most of us are not used to being sick for that long. It feels even longer when you are unable to do productive life things. Had the flu last year, &gt;2 weeks of suck.","USA"
"1115","SanDiegoCounty","Influenza is still widespread in San Diego County. It's not too late to get a flu shot. 
https://t.co/x9T5ATJ3Gt","San Diego, California"
"1116","EastWindsorHH","1st Pediatric Death of the Flu Season Reported, Places near East Windsor to get flu vaccin... https://t.co/JkjFZX38yO https://t.co/dsBLWe1H5l","East Windsor, CT"
"1117","untSHWC","Did you know in the Northern Hemisphere the flu season can last as late as April or May? Stop by the SHWC for your FREE flu shot! For more information on how to get your flu vaccination click here: https://t.co/KAS7QxGi63","Denton, Texas"
"1118","lofiawe","Total Recall (but it's about flu vaccines) #RuinAn80sMovie","New York, NY"
"1119","Nato_801","This stomach flu has been my worst enemy <U+0001F62D>","Salt Lake City, UT"
"1120","KatieBWrites","Hello Ms. Lionetti! I was so excited to read you wanted to see more of my book. Then I got the flu. :( Seven days have gone by and I'm terribly sorry. But I wanted you to know I'm on the mend and will be sending the submission soon. @BookEndsKim","Charlottesville, VA"
"1121","star_girl91","So I have the flu... https://t.co/AtZJHR0XYk","United States"
"1122","demingheadlight","New Mexico rate of flu-related hospitalizations among highest in the nation https://t.co/zek5Vz79Ke","Deming, New Mexico"
"1123","PetrasFreeMuse","@authoreddyhood That's very ironic because we attended a kid's birthday party and 8 people got sick because one person wouldn't stay home with the stomach flu. I'm in agony and I happen to be the MC of my nonfiction WiP. I am a #chronicpain #fibro &amp; #EDS #spoonie &amp; painkillers won't stay down<U+0001F62D>. https://t.co/nBqxKaovNw","USA"
"1124","PetrasFreeMuse","#writerscommunity Stomach flu &amp; #chronicpain don't mix. I'm regretting life rn bec I thought I was well enough 2go to a kid's b'day party &amp; someone got 8 ppl, including me, sick. That's all. Please send encouragement, gifs, prayer, good vibes, Reiki, etc. I am eternally #Grateful https://t.co/f3FdY2mqjj","USA"
"1125","OrganicEarthTec","@HHSGov It's not needed. Flu season is almost over. Last time I got the flu was when I got a flu shot 15 years ago. #irony","Clearwater, FL"
"1126","PrincessWifey13","@Sunset_SC2 Go to the DR to and asked to be tested for the flu. I was sick from Christmas through Feb and I had 2 different flu virus strains! And I had a darn flu shot","California, USA"
"1127","HartfordCCHub","1st Pediatric Death of the Flu Season Reported, Places near Hartford CC to get flu vaccine... https://t.co/TG6HKg2IOv https://t.co/5tYwoRLVnv","Hartford, CT"
"1128","NewMilfordHH","1st Pediatric Death of the Flu Season Reported, Places near New Milford to get flu vaccine... https://t.co/Lfny3yOh03 https://t.co/5mOJDiet8P","New Milford, CT"
"1129","hh_wilton","1st Pediatric Death of the Flu Season Reported, Places near Wilton to get flu vaccine @CDCgov https://t.co/1CXYZMG7gM https://t.co/vLC21YBwIN","Wilton Connecticut"
"1130","Westport_HH","1st Pediatric Death of the Flu Season Reported, Places near Westport to get flu vaccine @C... https://t.co/Dbdbn9qJ9W https://t.co/aaNyrsmdvt","Westport, Connecticut"
"1131","Kai9357","I will always do anything and everything to ensure my daughter is happy and healthy. Nothing is put above her. Ever. Don’t question my judgement when I choose not to have the dr give her the flu vaccine at the end of flu season, when she’s already had 3 other vaccines. Fuck off","Mountain Home, ID"
"1132","ReddingHH","1st Pediatric Death of the Flu Season Reported, Places near Redding to get flu vaccine @CD... https://t.co/dubJXzMcaG https://t.co/uN9V8ZTjH6","Redding, CT"
"1133","MDMagazine","XOFLUZA goes for its 2nd #influenza indication in as many years. https://t.co/tQKlXXQTbL","United States"
"1134","NorwalkHH","1st Pediatric Death of the Flu Season Reported, Places near Norwalk to get flu vaccine @CD... https://t.co/Q8NGLSFmmY https://t.co/0Vi15lVgo0","Norwalk, CT"
"1135","DarienHamletHub","1st Pediatric Death of the Flu Season Reported, Places near Darien to get flu vaccine @CDCgov https://t.co/xkcUKUZGfg https://t.co/EJhHnjRy93","Darien, CT"
"1136","DanburyHub","1st Pediatric Death of the Flu Season Reported, Places near Danbury to get flu vaccine @CD... https://t.co/MtXaDZx3de https://t.co/XllNM96jSW","Danbury, CT"
"1137","Brookfield_HH","1st Pediatric Death of the Flu Season Reported, Places near Brookfield to get flu vaccine ... https://t.co/gf8wYNlgZk https://t.co/jRF30hLBNc","Brookfield, CT"
"1138","JessicaSmith06","People really be out here paying hundreds of dollars for weight loss programs when I just lost 15lbs in 3 days from the stomach flu","Canada"
"1139","Bethel_HH","1st Pediatric Death of the Flu Season Reported, Places near Bethel to get flu vaccine @CDCgov https://t.co/Uy9kW1vtGy https://t.co/jTJXAEgmfs","Bethel, Connecticut"
"1140","24Twitnews","Why We Should Fear the Disease, Not the Vaccine https://t.co/83uYaeft0Z https://t.co/hxjSejumft","Estados Unidos"
"1141","CLUBFITNESSKY","We are going to need to cancel our 6:30pm Zumba class tonight. Our awesome instructors are out with the flu, strep and family illnesses. We still have a 6 PM spin class and a 7 PM box fit class tonight to meet your cardio needs","Mt. Washington, KY"
"1142","LindsayPH","@709Alison I had a bad cold back in November been fine ever since . Lots of people had the flu here but thankfully I didn`t . So glad your getting better now , Love and Hugs and Meows and Purrs for Felix xxx <U+0001F618><U+0001F60D><U+0001F63D><U+0001F63B>","Montreal Canada"
"1143","LindsayPH","@709Alison For sure I hope your Mom doesn`t come down with the flu How generally is your Mom I hope she`s not in too much pain . Arthritis can be extremely painful . Love and Hugs for you Felix and your Dear Mom xxx <U+2764><U+FE0F><U+0001F60D><U+0001F60D><U+0001F63B><U+2764><U+FE0F>","Montreal Canada"
"1144","LisaPatelMD","It’s all in the title https://t.co/zIGgbNNEx4","San Francisco, CA"
"1145","sarahdespres","Yup. #VaccinesWork  https://t.co/Yv5iLGwVYD","Washington DC"
"1146","zackhoward18","Even the daytime cold and flu shit gets me drowsy af <U+0001F644> whoever got me sick ya moms a hoe frfr","Hamilton, Ontario"
"1147","cdoug","From our national health leaders: “Our children ... have the opportunity to grow up in a world that is free from polio, measles and other vaccine-preventable diseases.” “These diseases should be seen only in history books — not in our emergency rooms.”  https://t.co/OnHD2lzazM","Ann Arbor, MI"
"1148","johnnylawco","@forrestmaready No. The schedules are similar (today), but Denmark does not vaccinate for hep B, rotavirus, chickenpox, or flu. https://t.co/iYEdulJVjh","Far"
"1149","CupOfDessert","No call off policy lol #sickday #tea #office #coffee #wine #flu https://t.co/hhyqgsfxxh","Lansing, MI"
"1150","khahn_xo","It’s depressing when I’ve had to cancel so many @orangetheory classes because of getting the flu <U+0001F912> #wishiwasbetter","Maryland, USA"
"1151","noerestusoyCecy","Me with flu right now. <U+0001F927> https://t.co/tmT5w3WWOr","Monterrey, Nuevo León"
"1152","kathieallenmd","New medical research report:  women ill with diseases during their pregnancies may have higher rates of autistic children. One disease that was cited is flu, so vaccines in some cases may actually help prevent autism!","San Juan Capistrano, CA"
"1153","consumersafetyw","Children born to women who had a severe infection during pregnancy, such as sepsis, flu or pneumonia, show an increased risk of autism spectrum disorder and depression, new research... https://t.co/bIr2wlGwpz","San Diego, CA"
"1154","sevanoffo","I think I have the stomach flu and if that's not the worst, I don't know what is","Kansas, USA"
"1155","ShermanHHub","1st Pediatric Death of the Flu Season Reported, Places near Sherman to get flu vaccine @CD... https://t.co/82tZLu76n6 https://t.co/UOnLGz1aPf","Sherman, CT"
"1156","Stamfordhub","1st Pediatric Death of the Flu Season Reported, Places near Stamford North to get flu vacc... https://t.co/9X4g072SGU https://t.co/ycT07K4MXm","Stamford, CT"
"1157","Stamfordhub","1st Pediatric Death of the Flu Season Reported, Places near Stamford Downtown to get flu v... https://t.co/r779gzNqwI https://t.co/k3Vixk0uq4","Stamford, CT"
"1158","editingemily","Methodists too! Though this year I think I’m better off burning my own palms so I don’t take out half the church with the flu... https://t.co/QWC2dafJzb","Denver, CO"
"1159","BLeisner","@LauraMLippman <U+0001F3B6>P.S.. I love flu...<U+0001F3B6>","Minneapolis, MN"
"1160","FocusEyeHealth","The Top 20 Natural Remedies for Cold and Flu | Chris Kresser https://t.co/Jp2OXz64we","Hackensack, NJ"
"1161","WestonHamletHub","1st Pediatric Death of the Flu Season Reported, Places near Weston to get flu vaccine @CDCgov https://t.co/fv7w5qxf5c https://t.co/j96kL3RDba","Weston CT"
"1162","NewCanaanHub","1st Pediatric Death of the Flu Season Reported, Places near New Canaan to get flu vaccine ... https://t.co/dtDMILrQBB https://t.co/Sl1qoLF7Rr","New Canaan, CT"
"1163","melofsometrades","@Scaachi This does sound insane. I was a Drs receptionist and in my experience there's no good way to get ppl to a flu shot. I tried everything I could, including weird sweet talk like this and I still for yelled at every day by anti-flu shot ppl.","Denver, CO"
"1164","HHSRegion7","Why We Should Fear the Disease, Not the Vaccine https://t.co/VwMddxKQfU","Kansas City, Missouri"
"1165","sdmomsblog","Spring may be approaching but it is still also flu season. How are you keeping everyone healthy? https://t.co/wL2dxn8qtn","San Diego, CA"
"1166","BeYouChickee","HAHA. I skipped my classes today due to the stomach flu so i dont know which is better https://t.co/kbZQOdtf3K","Michigan "
"1167","Araceli_Mayorga","The flu is honestly the worst feeling in the world, wouldn’t wish it on anyone <U+0001F912>","Des Moines, IA"
"1168","LoughlinJoseph","@beachmuscles @Cernovich Case of “blue pill flu” he’ll be good in a few","New York, USA"
"1169","blackrockhub","1st Pediatric Death of the Flu Season Reported, Places near Black Rock to get flu vaccine ... https://t.co/G4WbtgKqW5 https://t.co/lDrGqaRdli","Black Rock, CT"
"1170","oldgreenwichhub","1st Pediatric Death of the Flu Season Reported, Places near Old Greenwich to get flu vacci... https://t.co/9YI9r9ZtZE https://t.co/wI5VXv3rAz","Old Greenwich, CT"
"1171","RiversideHHub","1st Pediatric Death of the Flu Season Reported, Places near Riverside to get flu vaccine @... https://t.co/wurNAG7mSj https://t.co/OXeEPSMuCm","Greenwich, CT"
"1172","UGAGrad","Why We Should Fear the Disease, Not the Vaccine https://t.co/4IYKxumFD4","Georgia USA"
"1173","Hustlethengrow","I think I caught the flu I’m glad I’m off friday","Grambling, LA"
"1174","MonroeHamletHub","1st Pediatric Death of the Flu Season Reported, Places near Monroe to get flu vaccine @CDCgov https://t.co/MMhdk50vbG https://t.co/0n7eYRa6jw","Monroe, CT"
"1175","AaronGleeman","I promise you'll like this: @Cran_Boy took PECOTA's team projections and used them to simulate 100,000 seasons. It gets weird in a hurry. https://t.co/2DURlPt9S1","Minnesota"
"1176","Aps59251497","@meghanmongillo @Local12 I have been sick for two weeks and got the flu shot","Hamilton, OH"
"1177","CosCobHamletHub","1st Pediatric Death of the Flu Season Reported, Places near Cos Cob to get flu vaccine @CD... https://t.co/8JdPFgxzLp https://t.co/OHbGgKqTds","Cos Cob, Connecticut"
"1178","beware_maegan","How the hell does one actually get the flu??? I’m dying out here <U+0001F480><U+0001F912><U+0001F61E>","New York, USA"
